City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
485,Sorong,-0.8833,131.25,83.3,73,100,9.04,ID,overcast clouds
486,Sharan,54.8167,54.0,14.58,97,100,2.35,RU,overcast clouds
487,Minsk,53.9,27.5667,31.75,98,100,16.75,BY,snow
488,Dingle,10.9995,122.6711,84.38,62,38,15.14,PH,scattered clouds
489,Key West,24.5557,-81.7826,71.6,90,100,10.36,US,overcast clouds
490,Bundaberg,-24.85,152.35,76.21,73,75,3.0,AU,broken clouds
491,Alexandria,31.2156,29.9553,51.76,82,0,4.61,EG,clear sky
492,Atherton,53.5237,-2.4935,41.29,88,5,4.65,GB,clear sky
493,Sunrise Manor,36.2111,-115.0731,58.51,19,0,8.05,US,clear sky
494,Port Hardy,50.6996,-127.4199,47.75,81,100,18.41,CA,light intensity shower rain
495,Dongsheng,39.8161,109.9776,20.89,25,97,2.8,CN,overcast clouds
496,Oksfjord,70.2396,22.3479,23.92,76,71,10.4,NO,broken clouds
497,Armeria,18.9333,-103.9667,69.78,70,49,3.87,MX,scattered clouds
498,Tonj,7.2737,28.6822,66.11,25,61,4.74,SS,broken clouds
499,Lata,40.1629,-8.3327,45.05,57,46,4.36,PT,scattered clouds
500,Isiro,2.7739,27.616,58.96,40,60,2.75,CD,broken clouds
501,Oyama,36.3,139.8,49.89,20,0,6.62,JP,clear sky
502,Shitanjing,39.2342,106.3439,19.06,79,100,2.1,CN,overcast clouds
503,Sergeyevka,53.88,67.4158,-2.02,91,9,5.79,KZ,clear sky
504,Parrita,9.5201,-84.3225,80.37,84,3,4.45,CR,clear sky
505,Axim,4.8699,-2.2405,77.72,88,86,4.21,GH,overcast clouds
506,Macon,39.8667,-88.9668,31.75,80,0,8.05,US,clear sky
507,Liverpool,53.4106,-2.9779,42.82,85,40,5.01,GB,scattered clouds
508,Dauphin,51.1494,-100.0502,5.14,85,100,2.3,CA,overcast clouds
509,Byron Bay,-28.65,153.6167,78.87,57,79,18.37,AU,light rain
510,Swarzedz,52.4129,17.085,36.9,91,75,14.97,PL,shower rain
511,Strezhevoy,60.7333,77.5889,-2.02,98,8,7.38,RU,clear sky
512,Save,8.0425,2.486,74.52,77,1,3.15,BJ,clear sky
513,Chaman,30.9236,66.4512,45.46,28,0,2.71,PK,clear sky
514,Cozumel,20.5083,-86.9458,73.0,94,25,7.58,MX,scattered clouds
515,Pitimbu,-7.4706,-34.8086,79.39,73,6,7.96,BR,clear sky
516,Villanueva De La Serena,38.9766,-5.7974,44.83,76,4,2.82,ES,clear sky
517,Visnes,59.3556,5.2242,39.22,81,20,31.07,NO,few clouds
518,Eyl,7.9803,49.8164,74.48,74,100,13.76,SO,overcast clouds
519,Mantua,45.1667,10.7833,42.82,92,2,11.01,IT,clear sky
520,Warsaw,52.2298,21.0118,39.81,92,75,1.99,PL,broken clouds
521,Tiarei,-17.5333,-149.3333,86.02,76,63,21.16,PF,light rain
522,Mpika,-11.8343,31.4529,60.24,99,100,2.48,ZM,light rain
523,Lethem,3.3803,-59.7968,76.91,80,99,10.04,GY,overcast clouds
524,Kautokeino,69.0125,23.0412,0.27,100,100,0.63,NO,overcast clouds
525,Pacific Grove,36.6177,-121.9166,59.58,78,0,3.0,US,clear sky
526,Tubuala,9.5167,-79.0333,77.11,74,8,11.79,PA,clear sky
527,Plettenberg Bay,-34.0527,23.3716,67.96,66,0,4.09,ZA,clear sky
528,Teknaf,20.8624,92.3058,71.53,42,31,8.7,BD,scattered clouds
529,Sovetskiy,61.3614,63.5842,7.43,94,100,7.25,RU,overcast clouds
530,Bharatpur,27.2167,77.4833,60.28,52,2,5.68,IN,clear sky
531,Itoman,26.1247,127.6694,69.82,54,75,11.5,JP,broken clouds
532,Ayorou,14.7308,0.9174,63.32,14,0,10.18,NE,clear sky
533,Qiyang,26.5911,111.8474,38.28,87,100,5.41,CN,overcast clouds
534,Shimoda,34.6667,138.95,44.96,81,97,3.13,JP,overcast clouds
535,Moisakula,58.0922,25.1864,31.78,99,100,6.67,EE,light snow
536,Tecoanapa,16.5167,-98.75,77.72,75,28,5.35,MX,scattered clouds
537,Washington,47.5001,-120.5015,40.93,86,11,1.92,US,few clouds
538,Obo,5.3998,26.4869,63.46,22,67,5.37,CF,broken clouds
539,Porec,45.2258,13.5939,47.44,83,100,12.1,HR,overcast clouds
540,Wanlaweyn,2.6185,44.8938,72.34,76,59,13.11,SO,broken clouds
541,Mumford,5.2618,-0.759,78.93,85,81,6.17,GH,broken clouds
542,Merauke,-8.4667,140.3333,86.61,64,64,9.31,ID,broken clouds
543,Novyy Starodub,48.5158,33.1733,31.86,94,70,13.91,UA,broken clouds
544,Myitkyina,25.3833,97.4,67.66,45,1,3.06,MM,clear sky
545,Totness,5.8833,-56.3167,77.36,85,100,9.26,SR,light rain
546,Peleduy,59.6289,112.7406,9.99,89,100,2.68,RU,overcast clouds
547,Dayong,25.0209,118.2898,55.89,87,100,3.31,CN,overcast clouds
548,Nuuk,64.1835,-51.7216,5.88,84,100,8.99,GL,overcast clouds
549,Suoyarvi,62.0833,32.35,27.79,96,100,10.6,RU,light snow
550,Jiancheng,30.391,104.5491,40.21,77,100,6.71,CN,overcast clouds
551,Jundia,-8.9347,-35.5736,73.22,77,50,1.32,BR,scattered clouds
552,Poya,-21.35,165.15,81.81,87,96,12.88,NC,light rain
553,Isfana,39.8386,69.5306,25.36,81,81,1.34,KG,broken clouds
554,Kaduqli,11.0167,29.7167,62.13,19,2,10.94,SD,clear sky
555,Moose Factory,51.2585,-80.6094,-7.6,77,0,5.75,CA,clear sky
556,Sinnamary,5.3833,-52.95,76.75,89,100,7.85,GF,overcast clouds
557,Auki,-8.7676,160.7034,83.77,80,100,10.89,SB,overcast clouds
558,Deori Khas,23.4,79.0167,68.07,21,0,2.44,IN,clear sky
559,Ouidah,6.3631,2.0851,77.22,87,66,4.85,BJ,broken clouds
560,Nabire,-3.3667,135.4833,83.01,72,100,2.53,ID,overcast clouds
561,Korla,41.7597,86.1469,27.32,40,46,3.51,CN,scattered clouds
562,Rupert,42.6191,-113.6772,22.28,86,75,3.44,US,broken clouds
563,San Cristobal,7.7669,-72.225,69.98,87,55,1.52,VE,broken clouds
564,Spirit River,55.7833,-118.8361,41.52,81,100,7.11,CA,overcast clouds
565,Pokaran,26.9167,71.9167,67.77,32,0,3.33,IN,clear sky
566,Guerrero Negro,27.9769,-114.0611,59.95,61,0,6.35,MX,clear sky
567,Bolshaya Glushitsa,50.2406,43.5908,26.65,98,99,6.78,RU,overcast clouds
568,San Rafael,-34.6177,-68.3301,67.41,34,0,6.55,AR,clear sky
569,Bad Salzungen,50.8167,10.2333,36.95,80,91,3.0,DE,overcast clouds
570,Conde,-7.2597,-34.9075,78.26,78,20,3.44,BR,few clouds
571,Ambilobe,-13.2,49.05,75.61,88,26,1.21,MG,scattered clouds
572,Shubarkuduk,49.1447,56.4872,12.02,97,100,6.13,KZ,overcast clouds
573,Gizo,-8.103,156.8419,85.44,72,100,12.26,SB,overcast clouds
574,Anloga,5.7947,0.8973,79.02,83,99,7.34,GH,overcast clouds
575,Mongu,-15.2484,23.1274,66.2,96,100,6.06,ZM,light rain
576,Ust-Ishim,57.6935,71.1665,2.68,93,100,5.95,RU,overcast clouds
577,Maridi,4.9158,29.4742,63.12,24,34,4.85,SS,scattered clouds
578,Kruisfontein,-34.0033,24.7314,68.23,68,0,5.61,ZA,clear sky
579,Faya,18.3851,42.4509,50.52,85,8,3.09,SA,clear sky
580,San Juan,-31.5375,-68.5364,73.29,36,0,10.42,AR,clear sky
581,Klyuchi,52.2667,79.1667,6.19,75,3,7.18,RU,clear sky
582,Maralal,1.0968,36.698,60.1,59,96,4.59,KE,overcast clouds
583,Am Timan,11.0297,20.2827,66.0,17,1,7.72,TD,clear sky
584,Eureka,40.8021,-124.1637,45.93,92,0,1.01,US,clear sky
585,Turan,16.0678,108.2208,82.38,61,20,4.61,VN,few clouds
586,Povenets,62.8487,34.8262,19.09,95,100,13.49,RU,snow
587,Puerto Escondido,15.85,-97.0667,75.63,79,1,4.41,MX,clear sky
588,Le Port,-20.9373,55.2919,80.6,73,86,9.44,RE,overcast clouds
589,Osoyoos,49.0331,-119.4524,37.54,88,97,3.44,CA,overcast clouds
590,Tazovskiy,67.4667,78.7,-25.58,100,91,3.29,RU,overcast clouds
591,Vostok,46.4856,135.8833,7.12,82,99,6.78,RU,overcast clouds
592,Nefteyugansk,61.0998,72.6035,-4.86,97,18,11.43,RU,few clouds
593,Hervey Bay,-25.2986,152.8535,76.03,83,82,8.01,AU,light rain
594,Sinazongwe,-17.2614,27.4618,72.27,73,87,6.42,ZM,overcast clouds
595,Abay,49.6311,72.8539,16.18,95,91,11.32,KZ,light snow
596,Jalu,29.0331,21.5482,54.41,35,1,7.09,LY,clear sky
597,Brodina,47.8833,25.4167,39.24,85,100,6.55,RO,overcast clouds
598,Mopti,14.6667,-4.0,62.64,45,0,4.61,ML,dust
599,Alyangula,-13.8483,136.4192,87.67,74,48,8.05,AU,scattered clouds
600,Neiafu,-18.65,-173.9833,77.68,83,100,6.91,TO,overcast clouds
601,Kampot,10.6167,104.1833,84.25,50,97,5.93,KH,overcast clouds
602,Truth Or Consequences,33.1284,-107.2528,39.9,59,54,12.03,US,broken clouds
603,Nizhniy Tsasuchey,50.5167,115.1333,18.72,75,8,9.84,RU,clear sky
604,Villa Maria,-32.4075,-63.2402,55.15,57,0,1.81,AR,clear sky
605,Sibay,52.7181,58.6658,3.9,96,97,3.74,RU,overcast clouds
606,Bitung,1.4451,125.1824,88.65,77,87,11.59,ID,overcast clouds
607,Caravelas,-17.7125,-39.2481,75.47,89,50,5.55,BR,scattered clouds
608,Berlevag,70.8578,29.0864,19.87,84,63,19.69,NO,broken clouds
609,Qasigiannguit,68.8193,-51.1922,-4.45,96,100,9.33,GL,overcast clouds
610,San Quintin,30.4833,-115.95,57.9,48,0,3.78,MX,clear sky
611,Braganca,-1.0536,-46.7656,73.08,97,100,1.41,BR,overcast clouds
612,Natitingou,10.3042,1.3796,75.25,20,0,7.38,BJ,clear sky
613,Cedar City,37.6775,-113.0619,32.4,46,0,3.02,US,clear sky
614,Dakoro,14.5106,6.765,58.98,14,0,11.65,NE,clear sky
615,Dickinson,29.4608,-95.0513,53.98,82,100,3.44,US,overcast clouds
616,Somanda,-3.3667,33.95,64.8,90,100,5.5,TZ,overcast clouds
617,Fereydun Kenar,36.6864,52.5225,34.11,69,100,9.84,IR,overcast clouds
618,Linqiong,30.4159,103.4609,39.02,96,100,4.34,CN,overcast clouds
619,Kapit,2.0167,112.9333,75.87,97,100,1.92,MY,overcast clouds
620,Gejiu,23.306,103.1635,50.13,72,74,5.61,CN,broken clouds
621,Atambua,-9.1061,124.8925,84.07,66,30,5.61,ID,scattered clouds
622,Benidorm,38.5382,-0.131,50.9,79,0,5.66,ES,clear sky
623,Vanimo,-2.6741,141.3028,82.51,77,100,4.29,PG,light rain
624,Kidodi,-7.6036,37.0044,71.28,98,100,4.14,TZ,moderate rain
625,Zelenoborsk,61.4669,64.0333,7.36,94,100,7.94,RU,overcast clouds
626,Beidao,34.5686,105.8933,27.66,77,100,4.25,CN,overcast clouds
627,Mucurapo,10.6667,-61.5333,79.12,79,68,7.23,TT,broken clouds
628,Nenjiang,49.1833,125.2167,10.27,81,17,5.19,CN,few clouds
629,Kirakira,-10.4544,161.9205,85.64,74,100,14.88,SB,overcast clouds
630,Libertador General San Martin,-23.8064,-64.7876,67.95,87,85,2.04,AR,overcast clouds
631,Palamos,41.8484,3.1291,48.38,55,40,5.01,ES,scattered clouds
632,Port Arthur,38.8,121.2667,37.62,43,100,4.94,CN,overcast clouds
633,Marystown,47.1666,-55.1483,18.86,100,92,11.03,CA,overcast clouds
634,Libenge,3.65,18.6333,67.05,42,29,2.93,CD,scattered clouds
635,Uyuni,-20.4597,-66.825,51.62,65,78,7.43,BO,broken clouds
636,Vysokogornyy,50.1167,139.15,2.68,85,100,6.26,RU,overcast clouds
637,Luanda,-8.8368,13.2343,72.93,88,100,5.37,AO,overcast clouds
638,Sobolevo,54.4299,31.8996,29.88,96,99,14.74,RU,light snow
639,Amahai,-3.3333,128.9167,86.18,64,54,6.67,ID,broken clouds
640,Springdale,36.1867,-94.1288,33.71,77,0,3.44,US,clear sky
641,Bolobo,-2.1667,16.2333,72.0,81,71,2.15,CD,broken clouds
642,Saint-Louis,16.3333,-15.0,73.04,11,0,9.46,SN,clear sky
643,Koch Bihar,26.3167,89.4333,61.5,66,81,6.78,IN,broken clouds
644,Lodja,-3.4833,23.4333,70.11,96,100,1.16,CD,overcast clouds
645,Skibotn,69.3913,20.2679,26.69,85,100,11.99,NO,overcast clouds
646,High Level,58.5169,-117.136,33.91,80,40,5.75,CA,scattered clouds
647,Turmalina,-17.2856,-42.73,65.16,98,100,0.94,BR,overcast clouds
648,Acari,-15.4311,-74.6158,73.62,73,16,3.49,PE,few clouds
649,Alihe,50.5667,123.7167,13.71,58,79,2.95,CN,broken clouds
650,Kamsack,51.5667,-101.9009,10.85,95,100,8.01,CA,light snow
651,Visby,57.6409,18.296,35.82,87,45,10.36,SE,scattered clouds
652,San Pedro,14.35,121.0167,85.23,71,75,8.05,PH,broken clouds
653,Waipawa,-41.4122,175.5153,59.94,91,100,9.75,NZ,overcast clouds
654,Evensk,61.95,159.2333,3.74,73,0,7.61,RU,clear sky
655,Rawson,-43.3002,-65.1023,63.25,52,0,17.45,AR,clear sky
656,Barra,-11.0894,-43.1417,72.5,85,100,5.3,BR,overcast clouds
657,Tevriz,57.509,72.4042,1.33,95,100,5.35,RU,overcast clouds
658,Havoysund,70.9963,24.6622,23.88,77,46,14.38,NO,scattered clouds
659,Yarada,17.65,83.2667,77.32,65,20,2.3,IN,haze
660,Manosque,43.8288,5.7869,50.31,70,29,24.58,FR,scattered clouds
661,Mundo Nuevo,18.7,-95.5,67.69,86,16,5.64,MX,few clouds
662,Antalaha,-14.9003,50.2788,78.13,75,37,3.42,MG,scattered clouds
663,Sfantu Gheorghe,45.8667,25.7833,27.93,84,98,1.66,RO,overcast clouds
664,Nemuro,43.3236,145.575,28.83,69,45,11.59,JP,scattered clouds
665,Krasnystaw,50.9846,23.1742,39.4,93,100,15.66,PL,overcast clouds
666,Lwowek Slaski,51.1107,15.5858,37.94,92,100,17.18,PL,overcast clouds
667,Odweyne,9.4092,45.064,62.67,72,59,8.7,SO,broken clouds
668,Glenwood Springs,39.5505,-107.3248,25.88,69,0,5.75,US,clear sky
669,Huilong,31.8111,121.655,42.04,97,100,16.02,CN,light rain
670,Nouakchott,18.0858,-15.9785,62.53,50,29,8.81,MR,scattered clouds
671,Fortuna,40.5982,-124.1573,45.66,92,0,3.42,US,clear sky
672,Ayan,56.45,138.1667,10.06,61,92,5.1,RU,overcast clouds
673,Karlskoga,59.3267,14.5239,30.38,92,39,3.74,SE,scattered clouds
674,Mairana,-18.1167,-63.9333,53.08,93,87,3.8,BO,overcast clouds
675,Onega,63.9061,38.1404,8.44,94,87,12.53,RU,overcast clouds
676,Mizdah,31.4451,12.9801,48.54,37,75,2.08,LY,broken clouds
677,Bubaque,11.2833,-15.8333,76.21,70,13,8.57,GW,few clouds
678,Aden,12.7794,45.0367,76.75,67,97,7.18,YE,overcast clouds
679,Lieksa,63.3167,30.0167,28.22,97,100,9.17,FI,light snow
680,Carbonia,39.1672,8.5222,50.99,74,45,20.27,IT,scattered clouds
681,Chapais,49.7834,-74.8492,4.78,96,100,4.88,CA,light snow
682,Bria,6.5423,21.9863,61.9,23,95,5.19,CF,overcast clouds
683,Lardos,36.0942,28.0157,51.94,65,11,1.54,GR,few clouds
684,Fengrun,39.8333,118.1167,35.74,25,98,0.81,CN,overcast clouds
685,Saint-Francois,46.4154,3.9054,48.42,86,100,21.85,FR,mist
686,Praia,14.9215,-23.5087,68.54,83,0,10.36,CV,clear sky
687,Khasan,42.4308,130.6434,25.07,46,27,16.31,RU,scattered clouds
688,Adrar,20.5022,-10.0711,62.44,11,2,9.75,MR,clear sky
689,Severomuysk,56.1481,113.4267,-0.63,91,99,3.02,RU,overcast clouds
690,Ashcroft,50.7165,-121.2859,46.74,95,100,3.69,CA,overcast clouds
691,Garowe,8.4054,48.4845,65.48,85,100,11.61,SO,overcast clouds
692,Bundu,23.1833,85.5833,61.02,31,3,0.38,IN,clear sky
693,Sijunjung,-0.6876,100.9537,82.4,65,100,3.06,ID,overcast clouds
694,Viedma,-40.8135,-62.9967,60.89,77,0,8.57,AR,clear sky
695,Jizan,17.3333,42.6667,74.34,68,56,2.86,SA,broken clouds
696,Camalu,30.85,-116.0667,57.07,40,0,3.0,MX,clear sky
697,Aktau,43.65,51.2,39.78,86,100,11.5,KZ,overcast clouds
698,Nador,35.174,-2.9287,57.45,82,75,5.75,MA,broken clouds
699,Mayya,61.7333,130.2811,-29.88,93,100,2.66,RU,overcast clouds
700,Banjar,-8.19,114.9675,87.66,71,98,6.85,ID,overcast clouds
701,Makakilo City,21.3469,-158.0858,73.72,72,1,15.14,US,clear sky
702,Kongoussi,13.3258,-1.5347,65.14,15,0,9.55,BF,clear sky
703,Bestobe,52.4994,73.0975,-0.78,83,3,4.61,KZ,clear sky
704,Barcelos,41.5388,-8.6151,48.69,66,62,5.37,PT,broken clouds
705,Srednekolymsk,67.45,153.6833,-27.6,97,28,1.19,RU,scattered clouds
706,Ternate,0.8,127.4,82.71,72,100,6.96,ID,light rain
707,Mount Pleasant,32.7941,-79.8626,46.99,73,100,1.01,US,overcast clouds
708,Moussoro,13.6408,16.4901,61.12,15,0,13.11,TD,clear sky
709,Tursunzoda,38.5144,68.2333,31.08,77,99,3.83,TJ,overcast clouds
710,Vardo,70.3705,31.1107,21.4,82,52,20.69,NO,broken clouds
711,Pedernales,18.0384,-71.744,75.2,73,15,2.91,DO,few clouds
712,Burayevo,55.8407,55.4083,17.78,96,100,2.48,RU,overcast clouds
713,Oistins,13.0667,-59.5333,77.09,83,75,12.66,BB,broken clouds
714,Rubizhne,49.0123,38.3797,22.75,92,35,7.43,UA,snow
715,Ucluelet,48.9329,-125.5528,45.09,90,83,7.63,CA,broken clouds
716,Namwala,-15.7504,26.4384,63.7,98,100,5.08,ZM,light rain
717,Halifax,44.6453,-63.5724,20.21,83,49,3.44,CA,scattered clouds
718,Inongo,-1.95,18.2667,73.27,83,100,2.19,CD,overcast clouds
719,Cancun,21.1743,-86.8466,71.06,100,24,7.29,MX,few clouds
720,Kathu,7.9178,98.3332,89.62,69,96,4.88,TH,overcast clouds
721,Jiaojiang,28.6803,121.4428,45.0,98,100,5.01,CN,light rain
722,Hami,42.8,93.45,29.5,29,65,9.44,CN,broken clouds
723,Santa Maria Del Oro,25.9333,-105.3667,46.87,37,0,5.08,MX,clear sky
724,Qiongshan,20.0058,110.3542,76.98,78,75,8.95,CN,broken clouds
725,Santa Cruz De La Palma,28.6835,-17.7642,65.14,82,75,11.5,ES,broken clouds
726,Gualeguaychu,-33.0094,-58.5172,62.04,64,0,7.67,AR,clear sky
727,Paysandu,-32.3214,-58.0756,61.61,62,0,7.0,UY,clear sky
728,Kavaratti,10.5669,72.642,77.86,67,12,8.08,IN,few clouds
